Observation_1-01:00,Observation_1-02:00,Observation_1-03:00,Observation_1-04:00,Observation_1-05:00,Observation_1-06:00,Observation_1-07:00,Observation_1-08:00,Observation_1-09:00,Observation_1-10:00,Observation_1-11:00,Observation_1-12:00,Observation_1-13:00,Observation_1-14:00,Observation_1-15:00,Observation_1-16:00,Observation_1-17:00,Observation_1-18:00,Observation_1-19:00,Observation_1-20:00,Observation_1-21:00,Observation_1-22:00,Observation_1-23:00,Observation_10-00:00,Observation_10-01:00,Observation_10-02:00,Observation_10-03:00,Observation_10-04:00,Observation_10-05:00,Observation_10-06:00,Observation_10-07:00,Observation_10-08:00,Observation_10-09:00,Observation_10-10:00,Observation_10-11:00,Observation_10-12:00,Observation_10-13:00,Observation_10-14:00,Observation_10-15:00,Observation_10-16:00,Observation_10-17:00,Observation_10-18:00,Observation_10-19:00,Observation_10-20:00,Observation_10-21:00,Observation_10-22:00,Observation_10-23:00,Observation_11-00:00,Observation_11-01:00,Observation_11-02:00,Observation_11-03:00,Observation_11-04:00,Observation_11-05:00,Observation_11-06:00,Observation_11-07:00,Observation_11-08:00,Observation_11-09:00,Observation_11-10:00,Observation_11-11:00,Observation_11-12:00,Observation_11-13:00,Observation_11-14:00,Observation_11-15:00,Observation_11-16:00,Observation_11-17:00,Observation_11-18:00,Observation_11-19:00,Observation_11-20:00,Observation_11-21:00,Observation_11-22:00,Observation_11-23:00,Observation_12-00:00,Observation_12-01:00,Observation_12-02:00,Observation_12-03:00,Observation_12-04:00,Observation_12-05:00,Observation_12-06:00,Observation_12-07:00,Observation_12-08:00,Observation_12-09:00,Observation_12-10:00,Observation_12-11:00,Observation_12-12:00,Observation_2-00:00,Observation_2-01:00,Observation_2-02:00,Observation_2-03:00,Observation_2-04:00,Observation_2-05:00,Observation_2-06:00,Observation_2-07:00,Observation_2-08:00,Observation_2-09:00,Observation_2-10:00,Observation_2-11:00,Observation_2-12:00,Observation_2-13:00,Observation_2-14:00,Observation_2-15:00,Observation_2-16:00,Observation_2-17:00,Observation_2-18:00,Observation_2-19:00,Observation_2-20:00,Observation_2-21:00,Observation_2-22:00,Observation_2-23:00,Observation_3-00:00,Observation_3-01:00,Observation_3-02:00,Observation_3-03:00,Observation_3-04:00,Observation_3-05:00,Observation_3-06:00,Observation_3-07:00,Observation_3-08:00,Observation_3-09:00,Observation_3-10:00,Observation_3-11:00,Observation_3-12:00,Observation_3-13:00,Observation_3-14:00,Observation_3-15:00,Observation_3-16:00,Observation_3-17:00,Observation_3-18:00,Observation_3-19:00,Observation_3-20:00,Observation_3-21:00,Observation_3-22:00,Observation_3-23:00,Observation_31-00:00,Observation_31-01:00,Observation_31-02:00,Observation_31-03:00,Observation_31-04:00,Observation_31-05:00,Observation_31-06:00,Observation_31-07:00,Observation_31-08:00,Observation_31-09:00,Observation_31-10:00,Observation_31-11:00,Observation_31-12:00,Observation_31-13:00,Observation_31-14:00,Observation_31-15:00,Observation_31-16:00,Observation_31-17:00,Observation_31-18:00,Observation_31-19:00,Observation_31-20:00,Observation_31-21:00,Observation_31-22:00,Observation_31-23:00,Observation_4-00:00,Observation_4-01:00,Observation_4-02:00,Observation_4-03:00,Observation_4-04:00,Observation_4-05:00,Observation_4-06:00,Observation_4-07:00,Observation_4-08:00,Observation_4-09:00,Observation_4-10:00,Observation_4-11:00,Observation_4-12:00,Observation_4-13:00,Observation_4-14:00,Observation_4-15:00,Observation_4-16:00,Observation_4-17:00,Observation_4-18:00,Observation_4-19:00,Observation_4-20:00,Observation_4-21:00,Observation_4-22:00,Observation_4-23:00,Observation_5-00:00,Observation_5-01:00,Observation_5-02:00,Observation_5-03:00,Observation_5-04:00,Observation_5-05:00,Observation_5-06:00,Observation_5-07:00,Observation_5-08:00,Observation_5-09:00,Observation_5-10:00,Observation_5-11:00,Observation_5-12:00,Observation_5-13:00,Observation_5-14:00,Observation_5-15:00,Observation_5-16:00,Observation_5-17:00,Observation_5-18:00,Observation_5-19:00,Observation_5-20:00,Observation_5-21:00,Observation_5-22:00,Observation_5-23:00,Observation_6-00:00,Observation_6-01:00,Observation_6-02:00,Observation_6-03:00,Observation_6-04:00,Observation_6-05:00,Observation_6-06:00,Observation_6-07:00,Observation_6-08:00,Observation_6-09:00,Observation_6-10:00,Observation_6-11:00,Observation_6-12:00,Observation_6-13:00,Observation_6-14:00,Observation_6-15:00,Observation_6-16:00,Observation_6-17:00,Observation_6-18:00,Observation_6-19:00,Observation_6-20:00,Observation_6-21:00,Observation_6-22:00,Observation_6-23:00,Observation_7-00:00,Observation_7-01:00,Observation_7-02:00,Observation_7-03:00,Observation_7-04:00,Observation_7-05:00,Observation_7-06:00,Observation_7-07:00,Observation_7-08:00,Observation_7-09:00,Observation_7-10:00,Observation_7-11:00,Observation_7-12:00,Observation_7-13:00,Observation_7-14:00,Observation_7-15:00,Observation_7-16:00,Observation_7-17:00,Observation_7-18:00,Observation_7-19:00,Observation_7-20:00,Observation_7-21:00,Observation_7-22:00,Observation_7-23:00,Observation_8-00:00,Observation_8-01:00,Observation_8-02:00,Observation_8-03:00,Observation_8-04:00,Observation_8-05:00,Observation_8-06:00,Observation_8-07:00,Observation_8-08:00,Observation_8-09:00,Observation_8-10:00,Observation_8-11:00,Observation_8-12:00,Observation_8-13:00,Observation_8-14:00,Observation_8-15:00,Observation_8-16:00,Observation_8-17:00,Observation_8-18:00,Observation_8-19:00,Observation_8-20:00,Observation_8-21:00,Observation_8-22:00,Observation_8-23:00,Observation_9-00:00,Observation_9-01:00,Observation_9-02:00,Observation_9-03:00,Observation_9-04:00,Observation_9-05:00,Observation_9-06:00,Observation_9-07:00,Observation_9-08:00,Observation_9-09:00,Observation_9-10:00,Observation_9-11:00,Observation_9-12:00,Observation_9-13:00,Observation_9-14:00,Observation_9-15:00,Observation_9-16:00,Observation_9-17:00,Observation_9-18:00,Observation_9-19:00,Observation_9-20:00,Observation_9-21:00,Observation_9-22:00,Observation_9-23:00,Y-Kappa,ChipRate,BF-CMratio,BlowFlow,ChipLevel4 ,T-upperExt-2 ,T-lowerExt-2  ,UCZAA,WhiteFlow-4 ,AAWhiteSt-4 ,AA-Wood-4  ,ChipMoisture-4 ,SteamFlow-4 ,Lower-HeatT-3,Upper-HeatT-3 ,ChipMass-4 ,WeakLiquorF ,BlackFlow-2 ,WeakWashF ,SteamHeatF-3 ,T-Top-Chips-4 ,SulphidityL-4 
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4478289047310432,0.931713645477061,0.663317367335705,0.9201489002693822,0.4446343081615411,0.8928056923096196,0.9771491816315145,0.0,0.8828907538207861,0.9794952681388012,0.9146154631804718,0.9390422045876268,0.9368589701498417,0.9626753011795575,0.9514568723364594,0.9401906291607668,0.6909531859441218,0.8229761844204656,0.001855487170172485,0.8797290469273038,0.9843067503010364,0.9625456760048721
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48736228127025283,0.9081259582497937,0.6892052876755097,0.919340013617122,0.5254335177344909,0.8981046513084545,0.9833685447402466,0.7904979965655409,0.925040402300265,0.0,0.9173730977428249,0.952031268506455,0.9784233128028681,0.9679051321835294,0.9557667461577523,0.9626561278187543,0.6936075617499144,0.7863941474472459,0.0,0.871297290469273,0.9837164826343252,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46727154893065437,0.8732161811534379,0.7241469967219042,0.9224615908350848,0.6618609402072484,0.8957370313302516,0.9814042229950269,0.8053806525472238,0.873016458981069,0.9858044164037855,0.8819834541926259,0.9565320383749852,0.98267824077114,0.9681417625668707,0.9617960700121487,0.9673373206247228,0.672080614738758,0.7285492492658159,0.004455684175963896,0.8022010989705046,0.9847474834921809,0.9582825822168086
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4763447828904731,0.8339426819200377,0.6900843760526468,0.9132530120481926,0.6941916021899028,0.8901549601012189,0.9774518414774549,0.7710360618202633,0.8198864086935359,0.0,0.8634970891635174,0.9502941292589522,0.9502147162724728,0.9648828529836396,0.9563066856073997,0.9200340258258133,0.5893961967809883,0.654806998589306,0.0,0.7458472809953893,0.9858689920589323,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4089436163318211,0.8663757518575305,0.689098482545577,0.9243672478612237,0.7488270081667915,0.8937727836446315,0.98161786523922,0.7607326846021751,0.8082729691520577,0.9720820189274447,0.872791338984782,0.9417663547712108,0.9388551091966852,0.9655208564222685,0.9537451871468701,0.9057157047150074,0.8188272307154093,0.6259332682317321,0.40606805781630956,0.8100012631844881,0.9847081323144,0.9540194884287453
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5845755022683085,0.878169595471164,0.7048316997625641,0.9153089014534797,0.8421246068150468,0.8921417565485362,0.9806505406335679,0.7607326846021751,0.8235027905615852,0.0,0.9143601266469207,0.9375024675273401,0.9108697650596871,0.9634690613262086,0.9529738450759451,0.8665384534099796,0.7975082301959507,0.6301202134740254,0.1608140111636615,0.750521063601339,0.9815442976208277,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49254698639014893,0.850159216888784,0.7448096814742395,0.9308820046771854,0.8170586185664439,0.8895937464767559,0.9772085266993461,0.7830566685746995,0.8004140039431552,0.9842271293375394,0.9143090593402103,0.9288957321647123,0.8849593549319079,0.9630347397365315,0.9542144202400159,0.8571972018513432,0.7344629312952945,0.6992291693384355,0.001855487170172485,0.764131876460557,0.9817253130386192,0.9479293544457977
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5106934543097862,0.8181979006958369,0.7534362496610992,0.9580666646931707,0.7071911678368741,0.8894158618011451,0.97636582673614,0.7721808815111619,0.8126536449574375,0.0,0.9143601266469207,0.9370681827154644,0.9025962940102695,0.9642837887220163,0.9536230579856402,0.845103239850371,0.7519663175612035,0.6890928070372777,0.1721425427719134,0.7800637908166488,0.9805251021163063,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46208684381075826,0.8511027243778748,0.7287642646466805,0.9474882330304017,0.658207124344294,0.9078933193029928,0.9786891861417397,0.7498568975386377,0.807090296064775,0.977602523659306,0.9181901746501889,0.9364167554976508,0.9417967877920338,0.9657275335925285,0.9549504091326901,0.8405012997442781,0.7765203131103331,0.643641811276524,0.7039296367967697,0.8007168571969936,0.9796633113229078,0.9564555420219244
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7141931302657162,0.8712701969571884,0.7123491377539704,0.9480721411444303,0.8119609368660713,0.9132198378994576,0.975398502130488,0.7687464224384659,0.8091069929477135,0.0,0.9189051169441323,0.9391014252437917,0.9037256884709837,0.9630886555200777,0.9541726392111741,0.868424667667012,0.7991669092709069,0.6168851964547092,0.6452149249352047,0.743541969304617,0.9805251021163063,0.0
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7478937135450422,0.9100719424460432,0.6802007936442732,0.945620319114295,0.8182495095629262,0.9132448920791211,0.9743124873891732,0.8437321121923297,0.7878270808893701,0.972397476340694,0.9189561842508426,0.9288562517272692,0.8719319211525075,0.962684287143482,0.9534655756461596,0.8368398250100387,0.7907887043465709,0.6399062307677428,0.5437122318241199,0.7484999684203878,0.9819653552230817,0.9634591961023142
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7342838626053142,0.8963321146361599,0.6879729207916725,0.9481624285841153,0.7702391805524397,0.9116138649830259,0.9755795045873737,0.0,0.8219031055764745,0.9821766561514196,0.9285568379123684,0.9234869122349875,0.8906982546915833,0.9620522743474693,0.9544747481889531,0.8609643468520828,0.7883830488543778,0.714093398110143,0.19914491103302293,0.761431819617255,0.9791242001873116,0.957673568818514
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6046662346079067,0.9022290364429768,0.7027284602808155,0.9516162931825582,0.6845427599077835,0.9112781389755347,0.9740098275432328,0.819118488838008,0.8346294883469102,0.0,0.9294760494331529,0.926033400450077,0.8953734224591907,0.960710370401433,0.9529931286277181,0.864858296172623,0.7746129137217773,0.7134421432803613,0.015531321825028118,0.8290437693425126,0.9791438757762019,0.0
